1042,0.71484375,2.73828125,-0.439453125,0.0,12,1712914575734
1042,0.185546875,2.830078125,-0.90625,0.0,10,1712914575734
1042,0.283203125,2.955078125,-0.52734375,0.0,26,1712914575734
1042,0.287109375,3.041015625,-0.044921875,0.0,30,1712914575734
1042,0.482421875,3.05078125,-0.130859375,0.0,26,1712914575734
1042,0.587890625,3.037109375,-0.482421875,0.0,23,1712914575734
1042,0.693359375,3.03125,-0.61328125,0.0,22,1712914575734
1042,0.80078125,3.048828125,-0.5859375,0.0,19,1712914575734
1042,0.8046875,2.728515625,-0.318359375,0.12520644037889672,15,1712914575734
1042,0.279296875,2.947265625,0.314453125,0.12520644037889672,32,1712914575734
1042,0.376953125,2.990234375,0.119140625,0.12520644037889672,80,1712914575734
1042,0.380859375,3.029296875,0.03515625,0.12520644037889672,94,1712914575734
1042,0.482421875,3.052734375,-0.05859375,0.12520644037889672,66,1712914575734
1042,0.48828125,3.091796875,-0.0390625,0.12520644037889672,32,1712914575734
1042,0.693359375,3.080078125,-0.28125,0.12520644037889672,24,1712914575734
1042,0.80078125,3.09765625,-0.212890625,0.12520644037889672,30,1712914575734
1042,0.283203125,2.984375,0.3359375,0.25041288075779344,28,1712914575734
1042,0.287109375,3.025390625,0.296875,0.25041288075779344,33,1712914575734
1042,0.482421875,3.052734375,0.1015625,0.25041288075779344,25,1712914575734
1042,0.55859375,2.92578125,-0.001953125,-0.25041288075779344,21,1712914575734
1042,0.56640625,2.9609375,-0.111328125,-0.25041288075779344,32,1712914575734
1042,0.572265625,2.966796875,-0.439453125,-0.25041288075779344,33,1712914575734
1042,0.482421875,2.9609375,-0.748046875,-0.25041288075779344,24,1712914575734
1042,0.55859375,2.916015625,0.21875,-0.12520644037889672,28,1712914575734
1042,0.56640625,2.9609375,0.103515625,-0.12520644037889672,48,1712914575734
1042,0.4765625,2.984375,-0.43359375,-0.12520644037889672,64,1712914575734
1042,0.482421875,2.9765625,-0.68359375,-0.12520644037889672,59,1712914575734
1042,0.587890625,2.962890625,-0.822265625,-0.12520644037889672,40,1712914575734
1042,-0.744140625,0.880859375,2.74609375,0.0,6,1712914575734
1043,0.55078125,2.88671875,-0.087890625,0.0,16,1712914575834
1043,0.373046875,2.953125,-0.0546875,0.0,39,1712914575834
1043,0.283203125,2.99609375,-0.18359375,0.0,64,1712914575834
1043,0.287109375,3.03125,-0.234375,0.0,58,1712914575834
1043,0.38671875,3.068359375,-0.0546875,0.0,27,1712914575834
1043,0.279296875,2.96484375,0.0625,0.12520644037889672,61,1712914575834
1043,0.376953125,2.9921875,-0.04296875,0.12520644037889672,143,1712914575834
1043,0.380859375,3.029296875,-0.060546875,0.12520644037889672,150,1712914575834
1043,0.2890625,3.078125,-0.00390625,0.12520644037889672,70,1712914575834
1043,0.587890625,3.046875,-0.412109375,0.12520644037889672,32,1712914575834
1043,0.59375,3.07421875,-0.48046875,0.12520644037889672,24,1712914575834
1043,0.279296875,2.955078125,0.240234375,0.25041288075779344,24,1712914575834
1043,0.376953125,2.990234375,0.1171875,0.25041288075779344,58,1712914575834
1043,0.380859375,3.029296875,0.072265625,0.25041288075779344,65,1712914575834
1043,0.482421875,3.052734375,-0.123046875,0.25041288075779344,40,1712914575834
1043,0.685546875,3.05078125,-0.150390625,0.25041288075779344,25,1712914575834
1043,0.7734375,2.974609375,-0.33203125,0.37561932113669017,28,1712914575834
1043,0.783203125,3.0234375,-0.20703125,0.37561932113669017,25,1712914575834
1043,0.724609375,2.806640625,-0.142578125,0.6260322018944836,21,1712914575834
1043,0.734375,2.84375,-0.12109375,0.6260322018944836,26,1712914575834
1043,0.837890625,2.849609375,-0.216796875,0.6260322018944836,27,1712914575834
1043,0.81640625,2.77734375,-0.205078125,0.7512386422733803,20,1712914575834
1043,0.642578125,2.865234375,-0.1328125,0.7512386422733803,20,1712914575834
1043,0.744140625,2.8828125,0.0,0.7512386422733803,21,1712914575834
1043,0.8046875,2.744140625,-0.13671875,0.876445082652277,25,1712914575834
1043,0.81640625,2.779296875,-0.16796875,0.876445082652277,44,1712914575834
1043,0.734375,2.83984375,-0.19921875,0.876445082652277,36,1712914575834
